uid,method,smiles,warhead_atom_name
P5-1v2_base_0229,P5-1v2_base,C=CC(=O)N1CC2=CN(c3cn(C(C)C)cn3)C(=O)C(=CC=C2)C1,C26
P5-1v2_base_0230,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cnn(C)c3C)c2C1,C24
P5-1v2_base_0231,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3ccc(C)cn3)c2C1,C23
P5-1v2_base_0232,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(C(=O)c4ccc(C#N)cc4)cn3)c2C1,C27
P5-1v2_base_0233,P5-1v2_base,C=CC(=O)N1CCc2c(cccc2C(=O)Nc2ccn(C(C)CC)c2)C1,C30
P5-1v2_base_0234,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(C)c(C)n3)c2C1,C24
P5-1v2_base_0235,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cnn(C(C)C(C)=O)c3)c2C1,C28
P5-1v2_base_0236,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(C(C(C)C)C(O)C(C)C)cn3)c2C1,C37
P5-1v2_base_0237,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(N)=O)c2C1,C17
P5-1v2_base_0238,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cccc(C(=O)Nc4cc(C(CF)C(F)F)nn4C(C)C)c3)c2C1,C39
P5-1v2_base_0239,P5-1v2_base,C=CC(=O)N1Cc2ccc(C(=O)Nc3cn(C(F)(F)F)cn3)cc2C1,C22
P5-1v2_base_0240,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cnn(C4CC=CC4)c3)c2C1,C26
P5-1v2_base_0241,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)c3cn(C(=O)Nc4ncn(CC(C)CC)n4)cn3)c2C1,C35
P5-1v2_base_0242,P5-1v2_base,C=CC(=O)N1CC2=CN3C=C(N=C[C@H]3C(C)C)NC(=O)C(=CC=C2)C1,C29
P5-1v2_base_0243,P5-1v2_base,C=CC(=O)Nc1cncc(N2CCc3cccc(C(=O)[C@H](C)Nc4cn(C(C)C)cn4)c3C2)c1,C37
P5-1v2_base_0244,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cccn3C(C)=O)c2C1,C24
P5-1v2_base_0245,P5-1v2_base,C=CC(=O)N1Cc2cccc(CNc3cn(C)cn3)c2[C@H]1C#N,C23
P5-1v2_base_0246,P5-1v2_base,C=CC(=O)N1Cc2c(C(=O)Nc3cn(C(C)C)cn3)cccc21,C24
P5-1v2_base_0247,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cnn(C(C)C(C)(C)C)c3)c2C1,C32
P5-1v2_base_0248,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(CC(C)=O)cn3)c2C1,C26
P5-1v2_base_0249,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(C(=O)CCCN4CCOCC4)cn3)c2C1,C36
P5-1v2_base_0250,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cc(C)c(C(=O)N(C)C)nn3)c2C1,C30
P5-1v2_base_0251,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)c3cnn(C(C)C)c3)c2C1,C25
P5-1v2_base_0252,P5-1v2_base,C=CC(=O)N1C=C2C=CC=C(Cc3c(cnn3C(N)c3ccccc3)NC2=O)C1,C27
P5-1v2_base_0253,P5-1v2_base,C=CC(=O)N1CC2=CC(C(=O)Nc3cc(C(=O)Nc4ccc(C)nc4)c(C)o3)=C2C1,C29
P5-1v2_base_0254,P5-1v2_base,C=CC(=O)N1Cc2cccc(C)c2C1Nc1cnn([C@H](C)c2cccc(C(=O)Nc3ncn(C)n3)c2)c1,C36
P5-1v2_base_0255,P5-1v2_base,C=CC(=O)N1CCc2cc(C(=O)Nc3cnn(C(C)C)c3)ccc2C1C,C30
P5-1v2_base_0256,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)NCc3ccn[nH]3)c2C1,C22
P5-1v2_base_0257,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(C(C)C)cn3)c2C1=O,C26
P5-1v2_base_0258,P5-1v2_base,C=CC(=O)N1Cc2ccccc2CC1Nc1cn(C(C)C)cn1,C26
P5-1v2_base_0259,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cncnc3)c2C1,C21
P5-1v2_base_0260,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(CNC(C)c4cnccn4)cn3)c2C1,C31
P5-1v2_base_0261,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn([C@H](C)C(=O)OCC(F)F)cn3)c2C1,C31
P5-1v2_base_0262,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(C(C(=O)O)C(C)(C)C)cn3)c2C1,C33
P5-1v2_base_0263,P5-1v2_base,C=CC(=O)N1CC2=C(C1)[C@@H](C(=O)Nc1cn(C(C)C)nn1)C(C)=CC=C2,C30
P5-1v2_base_0264,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cnccn3)c2C1,C21
P5-1v2_base_0265,P5-1v2_base,C=CC(=O)N1Cc2ccccc2C1CNc1cccc(C(=O)Nc2cn(C(C)C)nc2C(C)C)c1,C39
P5-1v2_base_0266,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cnn(C(C(C)C)C(C)C)c3)c2C1,C34
P5-1v2_base_0267,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(C(C)Nc4ccc(F)cn4)cn3)c2C1,C29
P5-1v2_base_0268,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(C(C)C)nc3CC)c2[C@H]1C,C32
P5-1v2_base_0269,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(C(=O)N4CCC(F)CC4(C)C)cn3)c2C1,C35
P5-1v2_base_0270,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(C(C)C)cn3)c2[C@@H]1C,C28
P5-1v2_base_0271,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cc(C)nn3C(=O)c3cccnc3)c2C1,C28
P5-1v2_base_0272,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn4c(C)cn(C(C)C)c4n3)c2C1,C29
P5-1v2_base_0273,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(C4CCNC4)cn3)c2C1,C27
P5-1v2_base_0274,P5-1v2_base,C=CC(=O)N1Cc2ccc(C(=O)Nc3cn([C@@H](C)C(F)(F)F)cn3)cc2C1,C26
P5-1v2_base_0275,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3ncn(C(C)(C)C)n3)c2C1,C28
P5-1v2_base_0276,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3ncn([C@H](C)C(C)(C)C)c3C)c21,C32
P5-1v2_base_0277,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn([C@H](CO)CC(C)C)cn3)c2C1,C33
P5-1v2_base_0278,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(C(C)(C)C)c(C)n3)c2C1,C30
P5-1v2_base_0279,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(C)C(=O)Nc3ccc(C(=O)Nc4ncc(C(C)C)n4C)cc3)c2C1,C39
P5-1v2_base_0280,P5-1v2_base,C=CC(=O)N(Cc1cccc(C(=O)Nc2cn(C(C)C)cn2)c1)C1CCOCC1,C35
P5-1v2_base_0281,P5-1v2_base,C=CC(=O)N1Cc2cccc(C#N)c2[C@@H]1C(=O)Nc1cnc(C(C)C)cn1,C28
P5-1v2_base_0282,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)NC3=CN(C4NC(C#N)C4(C)C)C3)c2C1,C30
P5-1v2_base_0283,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cc(C(C)(C)C)n(C)n3)c2C1,C30
P5-1v2_base_0284,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)C(=O)Nc3cnc4cc(N5CSCC5=O)cnc4c3)c2C1,C31
P5-1v2_base_0285,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(C4(c5ccccc5)CCC4)cn3)c2C1,C30
P5-1v2_base_0286,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn([C@@H]4C(=O)Cc5cc(C)ccc54)cn3)c2C1,C30
P5-1v2_base_0287,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(C4CCOCC4)cn3)c2C1,C29
P5-1v2_base_0288,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(C(C)(C)n4ccnc4)c4ccccc34)c2C1,C31
P5-1v2_base_0289,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(C(=O)Cc4ccccc4)cn3)c2C1,C28
P5-1v2_base_0290,P5-1v2_base,C=CC(=O)N1CC2=C(C=C(C(C)C)C(=O)NC3=CN(C=C2)C(C(C)C)C=N3)C1,C35
P5-1v2_base_0291,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)c3cn(C(C)C)cn3)c2C1,C25
P5-1v2_base_0292,P5-1v2_base,C=CC(=O)N1Cc2cc(C(=O)Nc3cn(C(C)C)cn3)cc(C(=O)N(C)C)c2C1,C33
P5-1v2_base_0293,P5-1v2_base,C=CC(=O)N1Cc2ccc(C(=O)Nc3cnn([C@H](C)C[C@H](O)CC)c3)cc2C1,C33
P5-1v2_base_0294,P5-1v2_base,C=CC(=O)N1Cc2cccc(CC(=O)Nc3cn(C(=O)Nc4cncnc4)c4ccccc34)c2C1,C31
P5-1v2_base_0295,P5-1v2_base,C=CC(=O)N1CC2=CN3C=C(CCC(C)C3C)NC(=O)C(=CC=C2)C1,C30
P5-1v2_base_0296,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn([C@H](C)c4cnccn4)cn3)c2C1,C28
P5-1v2_base_0297,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cnn(C(=O)c4ccc(C(F)(F)F)cc4)c3)c2C1,C28
P5-1v2_base_0298,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3ccn(C4CCc5c(cccc5OC)N4)c3)c2C1,C32
P5-1v2_base_0299,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cccnc3)c2C1,C21
P6-POSENOISE_s03_0000,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(C(C)C)cn3)c2C1,C26
P6-POSENOISE_s03_0001,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(C)cn3)c2C1,C22
P6-POSENOISE_s03_0002,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(C4CC4)cn3)c2C1,C24
P6-POSENOISE_s03_0003,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cnn(C)c3)c2C1,C22
P6-POSENOISE_s03_0004,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(NC(=O)c3cn(CC)cn3)c2C1,C24
P6-POSENOISE_s03_0005,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(C4CCN(C)C4)cn3)c2C1,C29
P6-POSENOISE_s03_0006,P6-POSENOISE_s03,C=CC(=O)N1Cc2cc(F)ccc2C1=O,C14
P6-POSENOISE_s03_0007,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=N)Nc3cn(C(C)(C)C)cn3)c2C1,C29
P6-POSENOISE_s03_0008,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cc(-c4cccc(F)c4)ncn3)c2C1,C25
P6-POSENOISE_s03_0009,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc([C@@H](O)C(=O)Nc3cn([C@@H]4CN=C(C)C4)cn3)c2C1,C32
P6-POSENOISE_s03_0010,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn([C@@H]4CNC[C@H](C)C4)cn3)c2C1,C31
P6-POSENOISE_s03_0011,P6-POSENOISE_s03,C=CC(=O)N1Cc2ccc(C(=O)Nc3cn([C@H](C)Nc4cn(C)cn4)cn3)cc2C1,C30
P6-POSENOISE_s03_0012,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)N(C)c3cn(C(C)=O)cn3)c2C1,C26
P6-POSENOISE_s03_0013,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3ncn(C)c3CC(C)(C)C)c2C1,C32
P6-POSENOISE_s03_0014,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cnn(CC(C)C)c3)c2C1,C28
P6-POSENOISE_s03_0015,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(C(C)=O)cn3)c2C1,C24
P6-POSENOISE_s03_0016,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3coc(C(C)(C)C)n3)c2C1,C28
P6-POSENOISE_s03_0017,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3nccn3C)c2C1,C22
P6-POSENOISE_s03_0018,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)NCc3cn(C(C)C)nn3)c2C1,C28
P6-POSENOISE_s03_0019,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn([C@H]4C[CH]NC[C@H](C)C4)cn3)c2C1,C33
P6-POSENOISE_s03_0020,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(Cc4cc(C)ccn4)cn3)c2C1,C28
P6-POSENOISE_s03_0021,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(C)nc3C)c2C1,C24
P6-POSENOISE_s03_0022,P6-POSENOISE_s03,C=CC(=O)N1Cc2ccc(C(=O)c3cccc(C(=O)Nc4ccnn4C)c3)cc2C1,C28
P6-POSENOISE_s03_0023,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cnn([C@H]4C[C@H](O)CN4)c3)c2C1,C28
P6-POSENOISE_s03_0024,P6-POSENOISE_s03,C=CC(=O)N1Cc2ccc(Cc3cn(Nc4cn(C)c(C)n4)cn3)cc2C1,C27
P6-POSENOISE_s03_0025,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(C4CC(C)CN4)cn3)c2C1,C29
P6-POSENOISE_s03_0026,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cc(C(C)(C)C)n[nH]3)c2C1,C28
P6-POSENOISE_s03_0027,P6-POSENOISE_s03,C=CC(=O)N1c2cccc(C(=O)Nc3ncn(CC)c3C)c2C[C@H]1C,C28
P6-POSENOISE_s03_0028,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn([C@H](O)C(F)F)cn3)c2C1,C25
P6-POSENOISE_s03_0029,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn([C@H](C)C(F)F)cn3)c2C1,C26
P6-POSENOISE_s03_0030,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(-c4cncc(C(C)(C)C)c4)cn3)c2C1,C32
P6-POSENOISE_s03_0031,P6-POSENOISE_s03,C=CC(=O)N1Cc2cc(Br)cc(C(=O)Nc3cn(C)cn3)c2C1,C22
P6-POSENOISE_s03_0032,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(Cc4cccc(C(F)(F)F)c4)cn3)c2C1,C28
P6-POSENOISE_s03_0033,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)N(c3cn(C(C)C)cn3)C(C)(C)C)c2C1,C34
P6-POSENOISE_s03_0034,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn([C@H](C)CO)cn3)c2C1,C27
P6-POSENOISE_s03_0035,P6-POSENOISE_s03,C=CC(=O)N1Cc2ccc(C(=O)Nc3cn(C(C)C)cn3)cc2C1,C26
P6-POSENOISE_s03_0036,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(C(C)C(C)(C)C)cn3)c2C1,C32
P6-POSENOISE_s03_0037,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(C4CCCC4)cn3)c2C1,C28
P6-POSENOISE_s03_0038,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(CN3CCc4ccccc43)c2C1,C23
P6-POSENOISE_s03_0039,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn([C@H]4CN(C(=O)OC)CCO4)cn3)c2C1,C33
P6-POSENOISE_s03_0040,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cnn(C(C)C)c3)c2C1,C26
P6-POSENOISE_s03_0041,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn([C@H]4CC(F)(F)C[C@@H]4C)cn3)c2C1,C30
P6-POSENOISE_s03_0042,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)NC(C)(C)C)c2C1,C25
P6-POSENOISE_s03_0043,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(C)cc3C)c2C1,C24
P6-POSENOISE_s03_0044,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cc(C)cc(C(C)(C)C)c3)c2C1,C31
P6-POSENOISE_s03_0045,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cc(C(=N)Nc4cc(C(C)(C)C)no4)ccn3)c2C1,C36
P6-POSENOISE_s03_0046,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn4cccc(C(F)(F)F)c4n3)c2C1,C24
P6-POSENOISE_s03_0047,P6-POSENOISE_s03,C=CC(=O)N1Cc2c(C(=O)Nc3cncn3Cc3ccc(C)cc3)cccc2C1=O,C28
P6-POSENOISE_s03_0048,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(Nc3cn(C)cn3)c2C1,C20
P6-POSENOISE_s03_0049,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cc(C(=O)Nc4cccnc4)n(C(C)C)c3)c2C1,C33
P6-POSENOISE_s03_0050,P6-POSENOISE_s03,C=CC(=O)N1Cc2ccc(COc3cc(=O)n(C)c(CO)n3)cc2C1,C26
P6-POSENOISE_s03_0051,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(Cc4ccc(F)cc4)cn3)c2C1,C26
P6-POSENOISE_s03_0052,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn([C@H]4C[C@H](CN5CCOCC5)[C@H](O)C4)nn3)c2C1,C39
P6-POSENOISE_s03_0053,P6-POSENOISE_s03,C=CC(=O)N1C=C2C=CC=C(C1)N(C(C)=O)C2NCc1cncn1CCCCF,C33
P6-POSENOISE_s03_0054,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cc(C)no3)c2C1=O,C22
P6-POSENOISE_s03_0055,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn([C@H]4CCCNC4)cn3)c2C1,C29
P6-POSENOISE_s03_0056,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3nccn3C(C)(C)C)c2C1,C28
P6-POSENOISE_s03_0057,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(CC(C)C)cn3)c2C1,C28
P6-POSENOISE_s03_0058,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(C4CC=CNC4)cn3)c2C1,C27
P6-POSENOISE_s03_0059,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cc(F)ccn3)c2C1,C21
P6-POSENOISE_s03_0060,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(-c4cnc(Cl)nc4)cn3)c2C1,C24
P6-POSENOISE_s03_0061,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(C4(C)CC(C(=O)NCc5ccccc5)C4)cn3)c2C1,C37
P6-POSENOISE_s03_0062,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(C4CCNCC4)cn3)c2C1,C29
P6-POSENOISE_s03_0063,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn([C@@H]4CC(C)C[C@H](N(C)C)C4)cn3)c2C1,C37
P6-POSENOISE_s03_0064,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)N(C(=O)NC)c3cn(C(C)C)cn3)c2C1,C31
P6-POSENOISE_s03_0065,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn([C@H]4C[C@](C)(F)C4)cn3)c2C1,C28
P6-POSENOISE_s03_0066,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(C4CC(C(=O)CO)C4)cn3)c2C1,C31
P6-POSENOISE_s03_0067,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(SCC(=O)N(C)C)cn3)c2C1,C30
P6-POSENOISE_s03_0068,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(C(=O)OC)cn3)c2C1,C25
P6-POSENOISE_s03_0069,P6-POSENOISE_s03,C=CC(=O)N1Cc2ccccc2C1C(=O)Nc1cn(Cc2cccc(C)c2)cn1,C28
P6-POSENOISE_s03_0070,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(C(=O)C(C)C)cn3)c2C1,C28
P6-POSENOISE_s03_0071,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(C4CCN(C(=O)NC(C)C)CC4)cn3)c2C1,C38
P6-POSENOISE_s03_0072,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn([C@H]4CCC[C@@H](C)C4)cn3)c2C1,C32
P6-POSENOISE_s03_0073,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(Br)c2C1,C14
P6-POSENOISE_s03_0074,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn([C@H]4CC(CF)N[C@@H]4C)cn3)c2C1,C31
P6-POSENOISE_s03_0075,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cc(C(C)C)nn3C)c2C1,C28
P6-POSENOISE_s03_0076,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cccnc3)c2C1,C21
P6-POSENOISE_s03_0077,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3ccn(C)n3)c2C1,C22
P6-POSENOISE_s03_0078,P6-POSENOISE_s03,C=CC(=O)Nc1cnc([C@@H]2C[C@H]2c2cccc(CN(C)C(=O)C(=C)C)c2)cn1,C31
P6-POSENOISE_s03_0079,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cnc4cnccc4c3)c2C1,C23
P6-POSENOISE_s03_0080,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cnc(C(C)(C)F)cn3)c2C1,C27
P6-POSENOISE_s03_0081,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(C4CCN(C(=O)NC(F)(F)F)CC4)cn3)c2C1,C34
P6-POSENOISE_s03_0082,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cncnc3CC(F)(F)F)c2C1,C25
P6-POSENOISE_s03_0083,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn([C@H]4CCCC[C@H]4C(=O)Nc4cnc(C(C)C)c(C)n4)cn3)c2C1,C45
P6-POSENOISE_s03_0084,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn([C@H]4C[C@H](Oc5cc(C)ncn5)C4)cn3)c2C1,C33
P6-POSENOISE_s03_0085,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(-c4ccccc4)cn3)c2C1,C24
P6-POSENOISE_s03_0086,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(CNc3cc(N)ncn3)c2C1,C22
P6-POSENOISE_s03_0087,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(CC)cn3)c2C1,C24
P6-POSENOISE_s03_0088,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(C)Nc3cn(C)c(=O)o3)c2C1,C24
P6-POSENOISE_s03_0089,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(C(F)F)c(C)n3)c2C1,C24
P6-POSENOISE_s03_0090,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3ccn(C(C)C)c3)c2C1,C26
P6-POSENOISE_s03_0091,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3ncc(Cl)o3)c2C1,C20
P6-POSENOISE_s03_0092,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cc(C(C)CC)nc(C(C)(C)C)c3)c2C1,C37
P6-POSENOISE_s03_0093,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)c3cn(C)cn3)c2C1,C21
P6-POSENOISE_s03_0094,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(CC4CCCOC4)cn3)c2C1,C31
P6-POSENOISE_s03_0095,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3ccn(C(C)C)n3)c2C1,C26
P6-POSENOISE_s03_0096,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(C4CN(C(=O)C=C)C4)nn3)c2C1,C29
P6-POSENOISE_s03_0097,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cncn3C(C)C(=O)OC)c2C1,C29
P6-POSENOISE_s03_0098,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(C(C)C(C)C)nn3)c2C1,C30
P6-POSENOISE_s03_0099,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cc(C(=O)N(C)CCc4ccc(C(F)(F)F)cc4)ccn3)c2C1,C36
P6-POSENOISE_s03_0100,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(NC(=O)Nc3ccn(C(C)=O)c3)c2C1,C25
P6-POSENOISE_s03_0101,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn([C@H]4C[C@H](c5cccc(F)c5)[C@@H](O)C4)cn3)c2C1,C33
P6-POSENOISE_s03_0102,P6-POSENOISE_s03,C=CC(=O)N1CC2=C(CC(C(=O)Nc3cn(C4CCN(C(C)=O)C4)cn3)=CC=C2)C1,C33
P6-POSENOISE_s03_0103,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3ncn(C)c3C)c2C1,C24
