uid,method,smiles,warhead_atom,iptm,ligand_iptm,confidence_score,complex_pde,protein_iptm,n_lig_atoms,mpae_min,mpae_5pct,d_SG,burgi_dunitz_dev,geom_ok,n_h_bonds,n_vdw_contacts,pocket_occupancy_pct,valid,mw,logp,qed,has_acryl,tc_mol1
P6-POSENOISE_s03_0059,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cc(F)ccn3)c2C1,C21,0.9786449074745178,0.9786449074745178,0.8373479843139648,1.2034492492675781,0.0,23,0.7252664566040039,1.3674845695495605,1.9679821589892532,53.52665131014922,True,3,17,95.65217391304348,True,311.31600000000003,2.5012000000000008,0.8859722447915646,True,0.582089552238806
P6-POSENOISE_s03_0058,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(C4CC=CNC4)cn3)c2C1,C27,0.9742258787155151,0.9742258787155151,0.8271190524101257,1.1590654850006104,0.0,27,0.7682249546051025,1.4554070234298706,1.9655701010139526,50.28839417029306,True,4,20,92.5925925925926,True,363.4210000000001,2.2116999999999996,0.816603642727433,True,0.5194805194805194
P6-POSENOISE_s03_0060,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(-c4cnc(Cl)nc4)cn3)c2C1,C24,0.977322518825531,0.977322518825531,0.8373748660087585,1.0427190065383911,0.0,28,0.6923893690109253,1.3448610305786133,1.3955693833342702,35.24587116801615,True,4,19,100.0,True,394.82200000000006,2.5962000000000005,0.5419840102871071,True,0.5555555555555556
P6-POSENOISE_s03_0062,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(C4CCNCC4)cn3)c2C1,C29,0.9672431349754333,0.9672431349754333,0.8365753293037415,1.1697518825531006,0.0,27,0.8400682210922241,1.561846375465393,1.9729957487536551,58.05269617752106,True,5,20,92.5925925925926,True,365.4370000000002,2.0881,0.8134356368487862,True,0.527027027027027
P6-POSENOISE_s03_0061,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(C4(C)CC(C(=O)NCc5ccccc5)C4)cn3)c2C1,C37,0.9145623445510864,0.9145623445510864,0.8028298616409302,1.2733906507492065,0.0,36,1.2891945838928223,2.145660161972046,1.9685032095224022,62.83723146618371,True,4,27,91.66666666666667,True,483.5720000000003,3.6052000000000026,0.5020696123016557,True,0.5060240963855421
P6-POSENOISE_s03_0063,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn([C@@H]4CC(C)C[C@H](N(C)C)C4)cn3)c2C1,C37,0.9470350742340088,0.9470350742340088,0.8347431421279907,1.2094537019729614,0.0,31,1.100417971611023,1.994948387145996,1.9722503391811093,51.449615365229704,True,4,23,93.54838709677419,True,421.54500000000024,3.454900000000002,0.7509519266192348,True,0.5
P6-POSENOISE_s03_0064,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)N(C(=O)NC)c3cn(C(C)C)cn3)c2C1,C31,0.9345049262046814,0.9345049262046814,0.819870114326477,0.9753378033638,0.0,28,1.3617048263549805,2.1567251682281494,1.2273223793690076,49.68535118514089,True,3,19,92.85714285714286,True,381.43600000000015,2.4784000000000006,0.8244605636912247,True,0.46153846153846156
P6-POSENOISE_s03_0065,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn([C@H]4C[C@](C)(F)C4)cn3)c2C1,C28,0.9730806350708008,0.9730806350708008,0.8333492279052734,1.1984012126922607,0.0,27,0.7572201490402222,1.4676071405410767,1.8188445883307345,24.91791894664658,True,4,20,92.5925925925926,True,368.41200000000015,3.226700000000002,0.842833173469199,True,0.5540540540540541
P6-POSENOISE_s03_0066,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(C4CC(C(=O)CO)C4)cn3)c2C1,C31,0.9748761057853699,0.9748761057853699,0.8426584601402283,1.157585859298706,0.0,29,0.7107018232345581,1.3743170499801636,1.97757837417383,50.44397932826263,True,6,21,93.10344827586206,True,394.4310000000002,1.6760999999999997,0.725593198041897,True,0.5333333333333333
P6-POSENOISE_s03_0067,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(SCC(=O)N(C)C)cn3)c2C1,C30,0.9752094745635986,0.9752094745635986,0.8455362319946289,1.207017421722412,0.0,28,0.6495761275291443,1.3820942640304565,1.9605393953195658,49.548906038490514,True,5,19,89.28571428571429,True,399.4760000000002,1.7480999999999998,0.7480217552496602,True,0.5466666666666666
P6-POSENOISE_s03_0068,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(C(=O)OC)cn3)c2C1,C25,0.9742914438247681,0.9742914438247681,0.8377125859260559,1.18596613407135,0.0,25,0.7769355773925781,1.4514691829681396,1.7808441129138721,51.09977202133041,True,4,17,96.0,True,340.3390000000001,1.7780999999999998,0.8597546750048194,True,0.5797101449275363
P6-POSENOISE_s03_0070,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(C(=O)C(C)C)cn3)c2C1,C28,0.9781427383422852,0.9781427383422852,0.8541189432144165,1.0273884534835815,0.0,26,0.6269790530204773,1.3362717628479004,1.9683316492908398,56.29255468250787,True,4,19,88.46153846153847,True,352.3940000000001,2.4598000000000004,0.8568564292795802,True,0.6176470588235294
P6-POSENOISE_s03_0069,P6-POSENOISE_s03,C=CC(=O)N1Cc2ccccc2C1C(=O)Nc1cn(Cc2cccc(C)c2)cn1,C28,0.9399274587631226,0.9399274587631226,0.8213286399841309,1.2595593929290771,0.0,29,1.1501030921936035,2.0658278465270996,1.9097932170263854,32.56491398698566,True,2,23,89.65517241379311,True,386.45500000000015,3.447820000000002,0.6832115911122607,True,0.3
P6-POSENOISE_s03_0073,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(Br)c2C1,C14,0.9099715948104858,0.9099715948104858,0.8274090886116028,1.2155438661575317,0.0,14,1.9285951852798462,2.7488760948181152,1.9568124425197209,65.67562329081287,True,0,11,85.71428571428571,True,252.11099999999996,2.4773000000000005,0.7029268758632548,True,0.4126984126984127
P6-POSENOISE_s03_0072,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn([C@H]4CCC[C@@H](C)C4)cn3)c2C1,C32,0.972368061542511,0.972368061542511,0.8348714113235474,1.1756383180618286,0.0,28,0.816764235496521,1.5184593200683594,1.8992045274798606,29.97752490901587,True,4,22,96.42857142857143,True,378.4760000000002,3.914800000000003,0.8203222684405812,True,0.5194805194805194
P6-POSENOISE_s03_0071,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(C4CCN(C(=O)NC(C)C)CC4)cn3)c2C1,C38,0.9640119671821594,0.9640119671821594,0.8287181854248047,1.2307885885238647,0.0,33,0.8068925142288208,1.5781396627426147,1.9697695762195138,55.19098166446403,True,5,24,93.93939393939394,True,450.5430000000003,2.9185000000000008,0.6843993869759254,True,0.5454545454545454
P6-POSENOISE_s03_0075,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cc(C(C)C)nn3C)c2C1,C28,0.9007577896118164,0.9007577896118164,0.8146663904190063,1.1647320985794067,0.0,25,1.946274995803833,2.891468048095703,1.9696432161434712,42.57769073440443,True,2,19,92.0,True,338.4110000000001,2.8240000000000007,0.8718427504727716,True,0.6212121212121212
P6-POSENOISE_s03_0074,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn([C@H]4CC(CF)N[C@@H]4C)cn3)c2C1,C31,0.9669218063354492,0.9669218063354492,0.8361868262290955,1.197678565979004,0.0,29,0.8189661502838135,1.4944617748260498,1.5554249673320788,23.603082814083194,True,5,20,100.0,True,397.4540000000001,2.4246,0.7598429559113715,True,0.5125
P6-POSENOISE_s03_0076,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cccnc3)c2C1,C21,0.957466721534729,0.957466721534729,0.8357383012771606,0.9062879681587219,0.0,22,0.9995918273925781,1.6490386724472046,1.4289766630354739,29.720494492302123,True,3,16,95.45454545454545,True,293.3260000000001,2.3621,0.8836717841297176,True,0.5373134328358209
P6-POSENOISE_s03_0077,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3ccn(C)n3)c2C1,C22,0.9654109477996826,0.9654109477996826,0.8328045010566711,1.0959813594818115,0.0,22,0.9553570747375488,1.5999798774719238,1.9593462908327348,56.544840730654045,True,4,16,95.45454545454545,True,296.33000000000004,1.7006,0.8766533781081279,True,0.6507936507936508
P6-POSENOISE_s03_0078,P6-POSENOISE_s03,C=CC(=O)Nc1cnc([C@@H]2C[C@H]2c2cccc(CN(C)C(=O)C(=C)C)c2)cn1,C31,0.8158451914787292,0.8158451914787292,0.774347722530365,1.2026275396347046,0.0,28,3.424757480621338,4.61655330657959,1.8887768926212525,21.386822461294628,True,0,22,89.28571428571429,True,376.46000000000015,3.4067000000000025,0.7516575618929272,True,0.2777777777777778
P6-POSENOISE_s03_0079,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cnc4cnccc4c3)c2C1,C23,0.9299379587173462,0.9299379587173462,0.8160659670829773,1.1500798463821411,0.0,26,1.2015233039855957,2.0258238315582275,1.9440962725647097,41.79828992696841,True,2,19,92.3076923076923,True,344.3740000000001,2.910300000000001,0.7414566817355064,True,0.5
P6-POSENOISE_s03_0080,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cnc(C(C)(C)F)cn3)c2C1,C27,0.9313635230064392,0.9313635230064392,0.8161832690238953,1.216484546661377,0.0,26,1.523522138595581,2.2238104343414307,1.962811135998571,70.22189820439527,True,3,19,100.0,True,354.3850000000001,2.9617000000000013,0.8567892003924745,True,0.6417910447761194
P6-POSENOISE_s03_0081,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(C4CCN(C(=O)NC(F)(F)F)CC4)cn3)c2C1,C34,0.9486714601516724,0.9486714601516724,0.8114175796508789,1.1476526260375977,0.0,34,0.933600664138794,1.7280266284942627,1.5362939999231906,0.006814119369067839,True,5,22,94.11764705882354,True,476.45900000000023,3.0299000000000014,0.5235281807234842,True,0.4875
P6-POSENOISE_s03_0082,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cncnc3CC(F)(F)F)c2C1,C25,0.9392378330230713,0.9392378330230713,0.8258741497993469,1.1318663358688354,0.0,27,1.189560890197754,1.950111985206604,1.9790928747787448,68.016081793788,True,2,18,88.88888888888889,True,376.33800000000014,2.861900000000001,0.8330112667881301,True,0.5066666666666667
P6-POSENOISE_s03_0083,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn([C@H]4CCCC[C@H]4C(=O)Nc4cnc(C(C)C)c(C)n4)cn3)c2C1,C45,0.9729039072990417,0.9729039072990417,0.8230741620063782,1.2167284488677979,0.0,40,0.7862765789031982,1.4775209426879883,1.1377023141841613,21.2869430325392,True,6,29,90.0,True,541.6560000000002,4.755420000000004,0.41624647704926027,True,0.5595238095238095
P6-POSENOISE_s03_0084,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn([C@H]4C[C@H](Oc5cc(C)ncn5)C4)cn3)c2C1,C33,0.9387730956077576,0.9387730956077576,0.8162451982498169,1.2778115272521973,0.0,33,0.948031485080719,1.7844910621643066,1.9408929156189942,57.65391889978818,True,5,23,93.93939393939394,True,444.49500000000023,3.0445200000000012,0.5865547859592171,True,0.47058823529411764
P6-POSENOISE_s03_0085,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(-c4ccccc4)cn3)c2C1,C24,0.9748310446739197,0.9748310446739197,0.8268761038780212,1.1451194286346436,0.0,27,0.7511652708053589,1.4306917190551758,1.8872378211820569,60.416255571154494,True,4,21,100.0,True,358.40100000000007,3.152800000000002,0.728721062427814,True,0.5652173913043478
P6-POSENOISE_s03_0086,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(CNc3cc(N)ncn3)c2C1,C22,0.9219691157341003,0.9219691157341003,0.8232302665710449,1.2238553762435913,0.0,22,0.9771313071250916,1.9321413040161133,1.8505027326648296,24.98608917673323,True,2,15,100.0,True,295.34600000000006,1.6990999999999998,0.8387046478754767,True,0.41333333333333333
P6-POSENOISE_s03_0087,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(CC)cn3)c2C1,C24,0.9770655632019043,0.9770655632019043,0.8431136012077332,1.2569599151611328,0.0,23,0.7292095422744751,1.407906413078308,1.5495255369305785,25.182237445631273,True,4,17,100.0,True,310.357,2.1834999999999996,0.8802440326545391,True,0.6119402985074627
P6-POSENOISE_s03_0088,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(C)Nc3cn(C)c(=O)o3)c2C1,C24,0.9201329350471497,0.9201329350471497,0.8111031651496887,1.1749557256698608,0.0,23,1.3910889625549316,2.468383312225342,1.9445150088389647,32.642800242412875,True,1,16,100.0,True,313.3570000000001,2.1795999999999998,0.8786183774395618,True,0.43243243243243246
P6-POSENOISE_s03_0089,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(C(F)F)c(C)n3)c2C1,C24,0.9692268967628479,0.9692268967628479,0.839611828327179,1.242728352546692,0.0,25,0.8131473660469055,1.4896557331085205,1.9552033437215663,37.19771533722172,True,3,17,100.0,True,346.3370000000001,2.8671200000000017,0.8658795383235399,True,0.5714285714285714
P6-POSENOISE_s03_0090,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3ccn(C(C)C)c3)c2C1,C26,0.9567492008209229,0.9567492008209229,0.8330623507499695,1.191712498664856,0.0,24,0.9783692955970764,1.7027665376663208,1.3702111328550783,18.790277211399655,True,1,19,87.5,True,323.39600000000013,3.3495000000000017,0.8773731227222705,True,0.5588235294117647
P6-POSENOISE_s03_0091,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3ncc(Cl)o3)c2C1,C20,0.974870502948761,0.974870502948761,0.8426470160484314,1.0715612173080444,0.0,22,0.7978124022483826,1.4235813617706299,1.9481268069609845,55.09015059700204,True,4,15,95.45454545454545,True,317.7320000000001,2.6085000000000003,0.8829016469049754,True,0.5362318840579711
P6-POSENOISE_s03_0093,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)c3cn(C)cn3)c2C1,C21,0.9503652453422546,0.9503652453422546,0.8267382979393005,1.1772185564041138,0.0,21,1.0518534183502197,1.741786241531372,1.6661885730312747,34.540508611142855,True,3,16,100.0,True,281.31500000000005,1.6792999999999998,0.6351000104563335,True,0.5074626865671642
P6-POSENOISE_s03_0092,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cc(C(C)CC)nc(C(C)(C)C)c3)c2C1,C37,0.973479151725769,0.973479151725769,0.8091998100280762,1.2942947149276733,0.0,30,0.7642533779144287,1.5515062808990479,1.5443120860111155,40.11341387827571,True,2,25,66.66666666666667,True,405.54200000000026,5.173100000000005,0.6979168432524293,True,0.5
P6-POSENOISE_s03_0094,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(CC4CCCOC4)cn3)c2C1,C31,0.9720171689987183,0.9720171689987183,0.8382601737976074,1.1894911527633667,0.0,28,0.7485036849975586,1.4946144819259644,1.4378304288753925,45.69444345962401,True,4,21,96.42857142857143,True,380.44800000000026,2.5902000000000003,0.8092112680997652,True,0.5
P6-POSENOISE_s03_0095,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3ccn(C(C)C)n3)c2C1,C26,0.9309727549552917,0.9309727549552917,0.8160144686698914,1.2281725406646729,0.0,24,1.4580211639404297,2.195915699005127,1.796897967220176,33.15695878093325,True,1,18,95.83333333333333,True,324.3840000000001,2.7445000000000013,0.8794439335696442,True,0.6212121212121212
P6-POSENOISE_s03_0096,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(C4CN(C(=O)C=C)C4)nn3)c2C1,C29,0.961636483669281,0.961636483669281,0.8490222096443176,1.1270253658294678,0.0,29,0.7913063764572144,1.5435576438903809,1.1400471659102527,21.080085893570526,True,5,20,93.10344827586206,True,392.4190000000002,1.1278999999999997,0.7690669065123901,True,0.5352112676056338
P6-POSENOISE_s03_0097,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cncn3C(C)C(=O)OC)c2C1,C29,0.9143970012664795,0.9143970012664795,0.8303927779197693,1.2073795795440674,0.0,27,1.358324646949768,2.3024697303771973,1.7589166640008846,27.26244764914432,True,1,18,92.5925925925926,True,368.3930000000002,1.8976,0.6425883793177123,True,0.527027027027027
P6-POSENOISE_s03_0098,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(C(C)C(C)C)nn3)c2C1,C30,0.96184903383255,0.96184903383255,0.8403300642967224,1.1493948698043823,0.0,26,0.9693967700004578,1.6040096282958984,1.4030019670691845,12.75538334049628,True,5,19,96.15384615384616,True,353.4260000000001,2.7756000000000007,0.8383681852328047,True,0.5942028985507246
P6-POSENOISE_s03_0099,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cc(C(=O)N(C)CCc4ccc(C(F)(F)F)cc4)ccn3)c2C1,C36,0.9265220165252686,0.9265220165252686,0.808372437953949,1.2593584060668945,0.0,38,0.8605818152427673,1.7453171014785767,1.9830888491441827,54.081464788404645,True,4,27,89.47368421052632,True,522.5270000000002,4.695600000000003,0.4565352068321685,True,0.45977011494252873
P6-POSENOISE_s03_0100,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(NC(=O)Nc3ccn(C(C)=O)c3)c2C1,C25,0.8621281981468201,0.8621281981468201,0.7842188477516174,1.2812412977218628,0.0,25,2.0020196437835693,3.348586320877075,1.7644807103224471,30.119374745642403,True,0,18,92.0,True,338.36700000000013,2.820400000000001,0.8442521862767551,True,0.39473684210526316
P6-POSENOISE_s03_0101,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn([C@H]4C[C@H](c5cccc(F)c5)[C@@H](O)C4)cn3)c2C1,C33,0.9552621245384216,0.9552621245384216,0.8224830627441406,1.2347431182861328,0.0,34,0.8286564350128174,1.6108057498931885,1.915235522174753,21.14553069748021,True,5,25,88.23529411764706,True,460.5090000000002,3.782300000000002,0.5675573740903482,True,0.4939759036144578
P6-POSENOISE_s03_0103,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3ncn(C)c3C)c2C1,C24,0.9742196798324585,0.9742196798324585,0.835548996925354,1.216159701347351,0.0,23,0.813178300857544,1.437440037727356,1.6216124072971334,9.47825949120626,True,4,17,100.0,True,310.3570000000001,2.0090199999999996,0.8818953750253351,True,0.5588235294117647
P6-POSENOISE_s03_0102,P6-POSENOISE_s03,C=CC(=O)N1CC2=C(CC(C(=O)Nc3cn(C4CCN(C(C)=O)C4)cn3)=CC=C2)C1,C33,0.9478155374526978,0.9478155374526978,0.8223245739936829,1.1994976997375488,0.0,30,0.9059160947799683,1.793885588645935,1.980020093079865,37.34320584073811,True,3,22,96.66666666666667,True,407.4740000000002,1.8259999999999994,0.7716623445490518,True,0.2903225806451613
P6-POSENOISE_s03_0104,P6-POSENOISE_s03,C=CC(=O)N1CC2=C(C1)C(C(=O)Nc1cn(C(C)C)cn1)=CC=CC=C2,C28,0.9718092679977417,0.9718092679977417,0.8384291529655457,1.0445131063461304,0.0,26,0.780271053314209,1.4420325756072998,1.7524093993128447,8.715110774733247,True,3,20,92.3076923076923,True,350.422,2.779700000000001,0.8492874485170934,True,0.3373493975903614
P6-POSENOISE_s03_0105,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=N)Nc3cn(C(C)C)cn3)c2C1,C27,0.975533664226532,0.975533664226532,0.8332935571670532,1.2360007762908936,0.0,24,0.7661504745483398,1.4058043956756592,1.7769781576035204,39.46520961388748,True,4,18,95.83333333333333,True,323.4000000000001,2.9296700000000016,0.5159869414700329,True,0.5277777777777778
P6-POSENOISE_s03_0106,P6-POSENOISE_s03,C=CC(=O)N1Cc2c(CO)cccc2C(=O)Nc2ncn(C(C)C)c2C1,C29,0.9711909294128418,0.9711909294128418,0.8528165817260742,0.8835310935974121,0.0,26,0.8276755809783936,1.4449572563171387,1.7241494597046998,39.70499424446322,True,2,19,88.46153846153847,True,354.41000000000014,2.2367999999999997,0.8277135487285957,True,0.3614457831325301
P6-POSENOISE_s03_0107,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn([C@H]4C[C@H](O)[C@@H](F)CN4)cn3)c2C1,C30,0.9721763134002686,0.9721763134002686,0.8394948840141296,1.1826051473617554,0.0,29,0.8001014590263367,1.490431547164917,1.8789314125055205,51.70393071091914,True,5,20,93.10344827586206,True,399.4260000000001,1.3544999999999996,0.6744294247522815,True,0.48148148148148145
P6-POSENOISE_s03_0108,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(NC(=O)Nc3cn(Cl)nn3)c2C1,C21,0.9372870922088623,0.9372870922088623,0.8264164924621582,1.0725613832473755,0.0,23,1.4587230682373047,2.0841925144195557,1.3456106911361854,14.539297007888635,True,3,13,100.0,True,332.7510000000001,1.9521999999999995,0.8402339264057621,True,0.4189189189189189
P6-POSENOISE_s03_0109,P6-POSENOISE_s03,C=CC(=O)N1Cc2ccc(C(=O)Nc3cn(C(=O)C4CC4)cn3)cc2C1,C26,0.9641385078430176,0.9641385078430176,0.824579656124115,1.275997519493103,0.0,26,0.7726191878318787,1.584755539894104,1.9387241580224868,5.099067088148999,True,2,19,80.76923076923077,True,350.37800000000016,2.2138,0.8570716344024962,True,0.3717948717948718
P6-POSENOISE_s03_0110,P6-POSENOISE_s03,C=CC(=O)N1Cc2cc(C)cc(C(=O)Nc3cn(C(=O)C(C)(C)C)cn3)c2C1,C32,0.9697940945625305,0.9697940945625305,0.8391915559768677,1.1929214000701904,0.0,28,0.7623856067657471,1.5268874168395996,1.1333066810003356,28.69899945041965,True,4,21,92.85714285714286,True,380.4480000000002,3.1583200000000016,0.8292214764026545,True,0.4230769230769231
P6-POSENOISE_s03_0111,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(C)c(C)n3)c2C1,C24,0.9711796641349792,0.9711796641349792,0.8306116461753845,1.1914269924163818,0.0,23,0.8398514986038208,1.4629225730895996,1.861197097273688,44.349183619793365,True,4,17,100.0,True,310.3570000000001,2.0090199999999996,0.8818953750253351,True,0.6060606060606061
P6-POSENOISE_s03_0112,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(Nc3ccn(C(C)=O)c3)c2C1,C22,0.9344592094421387,0.9344592094421387,0.8222734332084656,1.2279918193817139,0.0,22,1.281970739364624,2.0949344635009766,1.9607470588018252,51.02499530387922,True,1,17,100.0,True,295.3420000000001,2.9200000000000017,0.8858172631175582,True,0.3918918918918919
P6-POSENOISE_s03_0113,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cnn(C4CC=CC4)c3)c2C1,C26,0.9162135720252991,0.9162135720252991,0.8089579939842224,1.1945178508758545,0.0,26,1.4534521102905273,2.487651824951172,1.8310419178708053,42.74616302183654,True,3,19,84.61538461538461,True,348.4060000000002,3.0547000000000013,0.6820249816135108,True,0.5277777777777778
P6-POSENOISE_s03_0114,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn([C@H](C)C(F)(F)F)c(C)n3)c2C1,C28,0.9703212976455688,0.9703212976455688,0.8299999237060547,1.214206337928772,0.0,28,0.821893036365509,1.4997406005859375,1.956312693538536,4.11425518825564,True,3,19,100.0,True,392.3810000000001,3.595320000000002,0.8089122613159957,True,0.5616438356164384
P6-POSENOISE_s03_0115,P6-POSENOISE_s03,C=CC(=O)N1Cc2cc(F)cc(C(=O)Nc3ncn(C)c3C(C)C)c2C1,C28,0.9606236815452576,0.9606236815452576,0.8285185694694519,1.1975040435791016,0.0,26,0.9492477178573608,1.685560941696167,1.9452698980861234,60.198474015465564,True,4,19,92.3076923076923,True,356.4010000000002,2.9631000000000016,0.8566911177326526,True,0.4605263157894737
P6-POSENOISE_s03_0116,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(Cc4cccc(C)c4)cn3)c2C1,C28,0.9666326642036438,0.9666326642036438,0.8296789526939392,1.2327569723129272,0.0,29,0.7690563201904297,1.5643062591552734,1.980435916660772,60.77889299241744,True,4,22,93.10344827586206,True,386.4550000000001,3.5203200000000026,0.6824698146588641,True,0.5466666666666666
P6-POSENOISE_s03_0118,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3nc(C)co3)c2C1,C22,0.981643795967102,0.981643795967102,0.8342017531394958,0.9726437330245972,0.0,22,0.6555408239364624,1.2380967140197754,1.9602290631964419,49.773564131003724,True,4,16,100.0,True,297.3140000000001,2.2635199999999998,0.8817436249225079,True,0.5362318840579711
P6-POSENOISE_s03_0119,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn([C@H](C)C(C)=O)cn3)c2C1,C28,0.9747397303581238,0.9747397303581238,0.8391492962837219,1.209605097770691,0.0,26,0.6724399924278259,1.3777967691421509,1.9695346265044436,56.61720231768851,True,4,19,96.15384615384616,True,352.3940000000001,2.3136,0.8371175483805501,True,0.6086956521739131
P6-POSENOISE_s03_0117,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(C4CCC(CC)CC4)cn3)c2C1,C34,0.9660483598709106,0.9660483598709106,0.8186795115470886,1.2607471942901611,0.0,29,0.8950815200805664,1.6772923469543457,1.6553163177169483,30.713094951842862,True,4,23,89.65517241379311,True,392.50300000000027,4.3049000000000035,0.7714278233715605,True,0.5466666666666666
P6-POSENOISE_s03_0120,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cncn3C)c2C1,C22,0.9303169846534729,0.9303169846534729,0.8244860768318176,1.1482480764389038,0.0,22,1.3159033060073853,2.115247964859009,1.9559055823837714,41.474713990723444,True,2,16,90.9090909090909,True,296.3300000000001,1.7006,0.8766533781081279,True,0.5671641791044776
P6-POSENOISE_s03_0121,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cncc(N)n3)c2C1,C22,0.9536770582199097,0.9536770582199097,0.831246554851532,1.1608750820159912,0.0,23,1.2238138914108276,1.8273074626922607,1.8268908632154248,37.95523730643774,True,4,16,95.65217391304348,True,309.32900000000006,1.3392999999999997,0.8331504333026278,True,0.5588235294117647
P6-POSENOISE_s03_0122,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(C(=O)C(C)C(F)(F)F)cn3)c2C1,C28,0.9779343008995056,0.9779343008995056,0.8415161967277527,1.1066269874572754,0.0,29,0.6179777383804321,1.3059501647949219,1.9684226127790752,62.09907924450968,True,4,19,93.10344827586206,True,406.3640000000001,3.002200000000001,0.7915561317972224,True,0.5753424657534246
P6-POSENOISE_s03_0123,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn([C@H]4CC(=O)NC(C)C4)cn3)c2C1,C31,0.9786953926086426,0.9786953926086426,0.8391342163085938,1.2091912031173706,0.0,29,0.701824426651001,1.3990097045898438,1.9763086484403187,52.01059732156082,True,5,21,96.55172413793103,True,393.4470000000002,2.0031999999999996,0.7768455464808727,True,0.5
